"Daily Invoicing Report",3/12/10,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,
,,,,,,,,
,,,,,,,,
"Posting Date: 07/01/09..02/28/10, Location Code: MAIN",,,,,,,,
"Invoice Number","Invoice Date","Bill-to Agency No.","Name","Agency County","Shipment Method Code","Shipping Agent Code","Gross Weight","Amount Including Tax"
"R09-04290-1",7/7/09,1058,"Mission Raleigh of Mt. Vernon","WAKE","I-SHP","PKUP",766,96.58
"G09-01535-1",7/7/09,395,"Brown's New Approach To Living","PITT","I-SHP","PKUP",784,141.12
"G09-01524-1",7/7/09,868,"Straightway Church","PITT","I-SHP","PKUP",811,88.02
"R09-04283-1",7/7/09,1617,"Benson Area Ministerial","JOHNSTON","I-SHP","PKUP",812,113.74
"S09-01475-1",7/7/09,1335,"Laurinburg Hope In Christ","SCOTLAND","I-SHP","PKUP",898,0
"G09-01523-1",7/7/09,986,"Bread of Life/Grifton","PITT","I-SHP","PKUP",919,49.32
"G09-01533-1",7/7/09,1253,"Conetoe Chapel Missionary","EDGECOMBE","I-SHP","PKUP",964,184.8
"R09-04266-1",7/7/09,1591,"Knightdale Church of God","WAKE","I-SHP","PKUP",987,103.14
"D09-02215-1",7/7/09,"DHC013","Durham Housing/Liberty Street","DURHAM","I-DEL","BRN",1007,0
"G09-01536-1",7/7/09,254,"Zion Chapel Senior Food Serv","PITT","I-SHP","PKUP",1035,151.79
"R09-04269-1",7/7/09,1586,"Baker Family Ministry","NASH","I-SHP","PKUP",1056,109.9
"R09-04273-1",7/7/09,1041,"Alpha & Omega","JOHNSTON","I-SHP","PKUP",1059,67.14
"R09-04267-1",7/7/09,99,"Raleigh Rescue Mission","WAKE","I-SHP","PKUP",1060,79.18
"W09-01015-1",7/7/09,"WL196","Helping Hands/St Stanislaus Ch","NEWHANOVER","I-TEFB","PKUP",1111,0
"W09-01020-1",7/7/09,"WL289","Wrightsboro United Methodist","NEWHANOVER","I-SHP","PKUP",1119,117.05
"G09-01522-1",7/7/09,709,"Ephesus SDA Church","CRAVEN","I-SHP","PKUP",1183,120.96
"R09-04263-1",7/7/09,1652,"Caring Hearts Outreach","WAKE","I-SHP","PKUP",1258,45.54
"D09-02221-1",7/7/09,1643,"Calvary UMC","DURHAM","I-DEL","BRN",1266,0
"G09-01528-1",7/7/09,1198,"St. Peter Catholic Church","PITT","I-SHP","PKUP",1276,209.52
"D09-02218-1",7/7/09,1257,"Immanuel Temple SDA Community","DURHAM","I-SHP","PKUP",1493,194.64
"G09-01532-1",7/7/09,613,"First Born Comm. Dev. Ctr.","PITT","I-SHP","PKUP",1578,210.74
"R09-04260-1",7/7/09,1458,"The Healing Place of Wake","WAKE","I-SHP","PKUP",1691,79.86
"R09-04271-1",7/7/09,1176,"Edgerton Memorial UMC","JOHNSTON","I-SHP","PKUP",1721,104.4
"R09-04264-1",7/7/09,848,"Community Helpers Service","WAKE","I-SHP","PKUP",1823,121.88
"R09-04265-1",7/7/09,591,"Poplar Springs Christian","WAKE","I-SHP","PKUP",1917,122.36
"S09-01469-1",7/7/09,1631,"Wesleyan Methodist Church","MOORE","I-SHP","PKUP",2197,156.56
"R09-04270-1",7/7/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",2470,125.1
"S09-01473-1",7/7/09,1537,"Spring Hill Baptist","SCOTLAND","I-TEFB","PKUP",2586,0
"R09-04242-1",7/7/09,309,"Wallace Church of God","DUPLIN","I-TEFR","FBNC",2592,0
"W09-01013-1",7/7/09,"WL369","St. Joseph Parish Outreach","PENDER","I-TEFB","PKUP",2847,0
"R09-04243-1",7/7/09,1050,"Brookston Baptist Church","VANCE","I-TEFR","FBNC",3002,0
"W09-01012-1",7/7/09,"WL087","Pender County Christian","PENDER","I-TEFB","PKUP",4086,0
"D09-02200-1",7/7/09,436,"Christian Assembly Emergency","DURHAM","I-TEFB","PKUP",4248,0
"R09-04246-1",7/7/09,165,"Shiloh Baptist Church","VANCE","I-TEFR","FBNC",4515,0
"G09-01527-1",7/7/09,1120,"Living Bread Holiness Church","CRAVEN","I-MFP","MFP",4656,0
"R09-04244-1",7/7/09,765,"Mt. Zion Christian Church/","VANCE","I-TEFR","FBNC",4999,0
"W09-01011-1",7/7/09,"WL185","Tileston Outreach","NEWHANOVER","I-TEFB","PKUP",7000,0
"G09-01521-1",7/7/09,1005,"St. Marks'/La Guadalupana","WILSON","I-MFP","MFP",7155,0
"D09-02199-1",7/7/09,1071,"Fisher Memorial","DURHAM","I-TEFB","PKUP",9706,0
"W09-01014-1",7/7/09,"WL266","First Fruit Ministries","NEWHANOVER","I-TEFB","PKUP",12809,0
"W09-01010-1",7/7/09,"WL114","Mother Hubbard's Cupboard","NEWHANOVER","I-TEFB","PKUP",16096,0
"D09-02236-1",7/8/09,1658,"West Durham Baptist Church","DURHAM","I-SHP","PKUP",2,5.87
"R09-04288-1",7/8/09,1294,"Rebuilding Broken Places","WAYNE","I-DLS","FBNC",27,4.86
"D09-02227-1",7/8/09,1071,"Fisher Memorial","DURHAM","I-SHP","PKUP",43,0
"W09-01022-1",7/8/09,"WL196","Helping Hands/St Stanislaus Ch","NEWHANOVER","I-SHP","PKUP",86,15.48
"R09-04289-1",7/8/09,245,"Salvation Army-Goldsboro","WAYNE","I-DLS","FBNC",96,7.56
"S09-01499-1",7/8/09,1579,"Word of Truth Christian Center","MOORE","I-SHP","PKUP",100,18
"R09-04311-1",7/8/09,114,"Shepherd's Table Soup Kitchen","WAKE","I-SHP","PKUP",106,15.48
"R09-04323-1",7/8/09,533,"Faith Baptist Church/","FRANKLIN","I-SHP","PKUP",116,14.04
"W09-01029-1",7/8/09,"WL423","CIS Pender Co Afterschool Prog","PENDER","I-SHP","PKUP",128,23.04
"R09-04309-1",7/8/09,419,"New Jerusalem Pentecostal","EDGECOMBE","I-SHP","PKUP",134,3.6
"W09-01030-1",7/8/09,"WL185","Tileston Outreach","NEWHANOVER","I-SHP","PKUP",146,42.95
"R09-04285-1",7/8/09,441,"Kennedy Baptist Children's","LENOIR","I-DLS","FBNC",152,17.64
"D09-02231-1",7/8/09,1503,"Zion Temple UCC of Durham","DURHAM","I-SHP","PKUP",153,24.9
"R09-04286-1",7/8/09,348,"House of Fordham","WAYNE","I-DLS","FBNC",154,18
"W09-01023-1",7/8/09,"WL101","Bethesda Christian Life Church","NEWHANOVER","I-SHP","PKUP",155,16.2
"S09-01500-1",7/8/09,1251,"KC - Boys & Girls Club of","MOORE","I-SHP","PKUP",175,25.9
"W09-01026-1",7/8/09,"WL111","Good Shepherd Center","NEWHANOVER","I-SHP","PKUP",180,0
"R09-04324-1",7/8/09,1670,"SFSP - Warren Family Institute","WARREN","I-SHP","PKUP",200,422.4
"S09-01497-1",7/8/09,1154,"Moore Buddies","MOORE","I-SHP","PKUP",210,21.58
"S09-01502-1",7/8/09,303,"Cameron Boys' Camp / Baptist","MOORE","I-SHP","PKUP",217,4.32
"W09-01032-1",7/8/09,"WL129","Coastal Horizons","NEWHANOVER","I-SHP","PKUP",272,37.36
"W09-01027-1",7/8/09,"WL420","KC - Community Boys & Girls","BRUNSWICK","I-SHP","PKUP",272,36
"R09-04291-1",7/8/09,564,"Missions to Military/","WAYNE","I-DLS","FBNC",275,24.66
"R09-04280-1",7/8/09,696,"GET SMART, INC.","LEE","I-DLS","FBNC",289,40.3
"D09-02238-1",7/8/09,1317,"House of Refuge for Women","DURHAM","I-SHP","PKUP",289,38.66
"R09-04300-1",7/8/09,627,"Resources for Seniors","WAKE","I-SHP","PKUP",293,52.74
"R09-04326-1",7/8/09,133,"Urban Ministries of Wake","WAKE","I-SHP","PKUP",295,53.1
"R09-04295-1",7/8/09,54,"Jacob House/Rachel House","WAYNE","I-DLS","FBNC",297,28.14
"R09-04287-1",7/8/09,1165,"Renu Life","WAYNE","I-DLS","FBNC",305,29.1
"D09-02224-1",7/8/09,306,"West End Community Center","DURHAM","I-SHP","PKUP",336,33.74
"D09-02237-1",7/8/09,1286,"Five Oaks Seventh Day Advntist","DURHAM","I-SHP","PKUP",345,46.16
"S09-01493-1",7/8/09,1210,"Carthage United Methodist Ch.","MOORE","I-SHP","PKUP",351,63.18
"G09-01567-1",7/8/09,1123,"Boys & Girls Club of Lenoir Co","LENOIR","I-SHP","PKUP",355,63.9
"R09-04281-1",7/8/09,1622,"Bread of Life Ministries","LEE","I-DLS","FBNC",359,41.78
"R09-04276-1",7/8/09,240,"Hillview Christian Assembly","LEE","I-DLS","FBNC",363,39.54
"W09-01021-1",7/8/09,"WL101","Bethesda Christian Life Church","NEWHANOVER","I-SHP","PKUP",375,23.58
"D09-02235-1",7/8/09,1658,"West Durham Baptist Church","DURHAM","I-SHP","PKUP",388,68.72
"S09-01492-1",7/8/09,482,"Liberty Christian Church","MOORE","I-SHP","PKUP",399,28.26
"G09-01543-1",7/8/09,707,"Holy Temple Church","PITT","I-SHP","PKUP",421,44.68
"R09-04284-1",7/8/09,712,"New Life Praise Church","LEE","I-DLS","FBNC",422,76.12
"R09-04282-1",7/8/09,1437,"Salvation Army of Lee County","LEE","I-DLS","FBNC",425,99.15
"D09-02226-1",7/8/09,1050,"Brookston Baptist Church","VANCE","I-SHP","PKUP",432,77.2
"R09-04301-1",7/8/09,112,"Salvation Army-Raleigh","WAKE","I-SHP","PKUP",438,43.56
"S09-01498-1",7/8/09,1579,"Word of Truth Christian Center","MOORE","I-SHP","PKUP",471,7.58
"R09-04322-1",7/8/09,734,"Southlight LifePlus Program","WAKE","I-SHP","PKUP",493,22.9
"R09-04298-1",7/8/09,387,"First Assembly of God Church","WAYNE","I-TEFR","FBNC",500,0
"S09-01496-1",7/8/09,1570,"St. Paul Lutheran- Hamlet","RICHMOND","I-SHP","PKUP",506,63.7
"S09-01483-1",7/8/09,793,"Pee Dee Baptist Association","RICHMOND","I-TEFB","PKUP",510,0
"D09-02223-1",7/8/09,413,"Chatham Out-Reach Alliance","CHATHAM","I-SHP","PKUP",519,73.42
"R09-04296-1",7/8/09,240,"Hillview Christian Assembly","LEE","I-TEFR","FBNC",543,0
"G09-01541-1",7/8/09,1349,"Pentecostal Temple","PITT","I-SHP","PKUP",562,31.14
"W09-01031-1",7/8/09,"WL378","Community Boys & Girls Club","NEWHANOVER","I-SHP","PKUP",581,49.8
"R09-04297-1",7/8/09,245,"Salvation Army-Goldsboro","WAYNE","I-TEFR","FBNC",595,0
"R09-04313-1",7/8/09,697,"Christian Youth Fellowship","LEE","I-SHP","PKUP",629,56.02
"W09-01028-1",7/8/09,"WL421","CIS Wire Program","NEWHANOVER","I-SHP","PKUP",639,69.66
"W09-01025-1",7/8/09,"WL356","Love of Christ Ministries","BRUNSWICK","I-SHP","PKUP",647,59.94
"G09-01544-1",7/8/09,732,"The Anointed Ones Church","PITT","I-SHP","PKUP",664,119.52
"R09-04305-1",7/8/09,559,"Alliance of AIDS Services","WAKE","I-SHP","PKUP",687,0
"R09-04327-1",7/8/09,1396,"Milagros y Maravillas de Dios","JOHNSTON","I-SHP","PKUP",689,98.84
"R09-04318-1",7/8/09,1588,"White Oak Hill Missionary","JOHNSTON","I-SHP","PKUP",721,83.93
"D09-02228-1",7/8/09,1350,"House of Joshua Inc.","DURHAM","I-SHP","PKUP",723,93.86
"R09-04304-1",7/8/09,559,"Alliance of AIDS Services","WAKE","I-SHP","PKUP",771,77.3
"D09-02230-1",7/8/09,1055,"HHCD/Fitts-Powell Apts.","DURHAM","I-SHP","PKUP",788,125.82
"R09-04325-1",7/8/09,39,"Ernest Myatt Child Development","WAKE","I-SHP","PKUP",827,71.34
"R09-04315-1",7/8/09,511,"Greater Pentecostal F.D.","WAKE","I-SHP","PKUP",848,90.72
"S09-01479-1",7/8/09,1321,"Emmanuel Ministries Church","RICHMOND","I-TEFB","PKUP",854,0
"G09-01542-1",7/8/09,1569,"St. Peter the Fisherman","PAMLICO","I-SHP","PKUP",1076,247.95
"R09-04259-1",7/8/09,712,"New Life Praise Church","LEE","I-TEFR","FBNC",1081,0
"G09-01539-1",7/8/09,248,"Ayden Christian Care Center","PITT","I-SHP","PKUP",1099,115.74
"S09-01478-1",7/8/09,1089,"Church of God of Prophecy","RICHMOND","I-TEFB","PKUP",1101,0
"R09-04320-1",7/8/09,81,"Longview United Methodist","WAKE","I-SHP","PKUP",1182,92.34
"S09-01482-1",7/8/09,668,"Outreach for Jesus","RICHMOND","I-TEFB","PKUP",1295,0
"S09-01487-1",7/8/09,1469,"Church Community Services","SCOTLAND","I-TEFB","BRN",1295,0
"R09-04310-1",7/8/09,1087,"New Life Deliverance Ministry","JOHNSTON","I-SHP","PKUP",1332,68
"S09-01495-1",7/8/09,1427,"Victory Deliverance Church of","RICHMOND","I-SHP","PKUP",1382,9.72
"R09-04307-1",7/8/09,814,"New Trinity Christian Family","JOHNSTON","I-SHP","PKUP",1415,111.82
"W09-01024-1",7/8/09,"WL390","Pleasant Grove","BRUNSWICK","I-SHP","PKUP",1422,191.88
"R09-04329-1",7/8/09,1110,"The Power of Praise Tabernacle","JOHNSTON","I-SHP","PKUP",1453,131.84
"S09-01501-1",7/8/09,1335,"Laurinburg Hope In Christ","SCOTLAND","I-DEL","PKUP",1500,0
"R09-04303-1",7/8/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-SHP","PKUP",1511,163.4
"D09-02232-1",7/8/09,35,"Durham Rescue Mission","DURHAM","I-SHP","PKUP",1518,262.04
"R09-04319-1",7/8/09,1635,"Cathedral of Jesus Church of","WAKE","I-SHP","PKUP",1540,40.56
"R09-04321-1",7/8/09,1181,"Praise Worship Tabernacle","WAKE","I-SHP","PKUP",1600,53.36
"R09-04302-1",7/8/09,112,"Salvation Army-Raleigh","WAKE","I-TEFR","PKUP",1607,0
"D09-02233-1",7/8/09,1275,"Asbury Temple United Methodist","DURHAM","I-SHP","PKUP",1689,237.2
"D09-02225-1",7/8/09,1514,"Kittrell Shiloh Missionary","VANCE","I-SHP","PKUP",1718,252.92
"D09-02234-1",7/8/09,"DI053","Hurdle Mills","ORANGE","I-DEL","BRN",1895,0
"D09-02229-1",7/8/09,276,"Chapel Hill Training Outreach-","ORANGE","I-DEL","BRN",2099,0
"R09-04308-1",7/8/09,814,"New Trinity Christian Family","JOHNSTON","I-TEFR","PKUP",2181,0
"S09-01480-1",7/8/09,1532,"Helping Hands of Hamlet","RICHMOND","I-TEFB","PKUP",2223,0
"S09-01494-1",7/8/09,1532,"Helping Hands of Hamlet","RICHMOND","I-SHP","PKUP",2351,0
"R09-04314-1",7/8/09,697,"Christian Youth Fellowship","LEE","I-SHP","PKUP",2588,0
"S09-01491-1",7/8/09,1089,"Church of God of Prophecy","RICHMOND","I-SHP","PKUP",2699,5.94
"S09-01489-1",7/8/09,549,"Missions Ministries","SCOTLAND","I-TEFB","PKUP",3397,0
"R09-04306-1",7/8/09,1304,"Deliverance Church","HARNETT","I-SHP","PKUP",5228,50.76
"S09-01477-1",7/8/09,1302,"First United Methodist Church","RICHMOND","I-TEFB","BRN",5341,0
"R09-04316-1",7/8/09,12,"Catholic Parish Outreach","WAKE","I-SHP","PKUP",6855,457
"S09-01476-1",7/8/09,1335,"Laurinburg Hope In Christ","SCOTLAND","I-TEFB","BRN",6896,0
"G09-01538-1",7/8/09,1463,"Christ Temple Holiness Church","PITT","I-MFP","MFP",7963,0
"R09-04258-1",7/8/09,1467,"Christians United Outreach","LEE","I-TEFR","FBNC",10662,0
"G09-01540-1",7/8/09,196,"Word of Faith","DUPLIN","I-MFP","MFP",10956,0
"R09-04351-1",7/9/09,1112,"Transplant Recipient","WAKE","I-SHP","PKUP",21,2.52
"G09-01579-1",7/9/09,1585,"Cathedral of Fresh Fire","PITT","I-SHP","PKUP",30,5.12
"G09-01571-1",7/9/09,1157,"Building Hope Community Life","PITT","I-SHP","PKUP",41,7.1
"S09-01511-1",7/9/09,72,"RHA Health Services, Inc. -","SCOTLAND","I-PKUP","PKUP",43,7.74
"W09-01038-1",7/9/09,"WL228","YWCA of Wilmington","NEWHANOVER","I-SHP","PKUP",67,4.32
"S09-01509-1",7/9/09,1378,"Pinetree Community Services","MOORE","I-PKUP","PKUP",70,9.18
"D09-02244-1",7/9/09,75,"Inter-Faith Council/","ORANGE","I-SHP","PKUP",94,14.22
"D09-02250-1",7/9/09,614,"Friends of Orange County DSS","ORANGE","I-SHP","PKUP",115,8.02
"S09-01512-1",7/9/09,1378,"Pinetree Community Services","MOORE","I-PKUP","PKUP",124,5.04
"S09-01508-1",7/9/09,1378,"Pinetree Community Services","MOORE","I-PKUP","PKUP",132,19.44
"G09-01580-1",7/9/09,113,"Holy Mission Church of God","EDGECOMBE","I-SHP","PKUP",143,31.44
"D09-02243-1",7/9/09,1382,"Source Force","ORANGE","I-SHP","PKUP",166,29.88
"R09-04353-1",7/9/09,365,"Resources For Seniors/NWSC","WAKE","I-SHP","PKUP",167,27.82
"S09-01513-1",7/9/09,1608,"DBR Ministries","LEE","I-SHP","PKUP",177,20.7
"S09-01514-1",7/9/09,661,"Southern Mission Ministries","RICHMOND","I-SHP","PKUP",187,25.98
"R09-04331-1",7/9/09,686,"Immanuel Temple SDA church","DURHAM","I-SHP","PKUP",192,25.26
"G09-01575-1",7/9/09,1333,"Operation Sunshine, Inc","PITT","I-SHP","PKUP",193,25.06
"G09-01576-1",7/9/09,1385,"St. Paul's Episcopal Church","PITT","I-SHP","PKUP",195,0
"D09-02261-1",7/9/09,1629,"Mt. Sylvan United Methodist","DURHAM","I-SHP","PKUP",195,65.37
"R09-04340-1",7/9/09,263,"Brooks Avenue Church of Christ","WAKE","I-SHP","PKUP",200,2.72
"D09-02246-1",7/9/09,1324,"Freedom House/ Durham Houses","DURHAM","I-SHP","PKUP",210,19.44
"S09-01507-1",7/9/09,72,"RHA Health Services, Inc. -","MOORE","I-PKUP","PKUP",223,19.98
"W09-01035-1",7/9/09,"WL243","St Peter The Fisherman Church","NEWHANOVER","I-SHP","PKUP",228,8.64
"S09-01505-1",7/9/09,793,"Pee Dee Baptist Association","RICHMOND","I-SHP","PKUP",236,32.62
"D09-02249-1",7/9/09,212,"Orange Congregations Mission","ORANGE","I-SHP","PKUP",250,35.52
"D09-02242-1",7/9/09,935,"William Hawkins Yth Ministries","VANCE","I-SHP","PKUP",272,44.98
"R09-04337-1",7/9/09,505,"Church Of God Of Prophecy","WAKE","I-SHP","PKUP",275,17.44
"G09-01578-1",7/9/09,1585,"Cathedral of Fresh Fire","PITT","I-SHP","PKUP",281,50.02
"W09-01034-1",7/9/09,"WL336","Ashley Center","NEWHANOVER","I-SHP","PKUP",301,21.78
"D09-02241-1",7/9/09,20,"Durham Crisis Response Center","DURHAM","I-SHP","PKUP",305,46.22
"R09-04341-1",7/9/09,344,"Western Wake Crisis Ministry","WAKE","I-SHP","PKUP",310,12.08
"W09-01036-1",7/9/09,"WL424","Houston Moore Afterschool","NEWHANOVER","I-SHP","PKUP",336,0
"W09-01037-1",7/9/09,"WL388","County Wide C.D.C.","BRUNSWICK","I-SHP","PKUP",340,17.36
"R09-04334-1",7/9/09,1508,"Community of Hope Ministries","WAKE","I-SHP","PKUP",358,17.06
"R09-04342-1",7/9/09,545,"Cary Church of God","WAKE","I-SHP","PKUP",360,58.48
"R09-04332-1",7/9/09,467,"Christian Fellowship Home-","WAKE","I-SHP","PKUP",361,28.44
"R09-04348-1",7/9/09,1581,"KC - Think Smart Outreach","HARNETT","I-SHP","PKUP",371,342.59
"S09-01504-1",7/9/09,668,"Outreach for Jesus","RICHMOND","I-SHP","PKUP",431,12.96
"R09-04338-1",7/9/09,263,"Brooks Avenue Church of Christ","WAKE","I-SHP","PKUP",508,76.91
"R09-04330-1",7/9/09,1145,"Joseph's Hand","WAKE","I-SHP","PKUP",547,58.38
"R09-04350-1",7/9/09,1023,"Universal Church of Prayer","WAKE","I-TEFR","PKUP",550,0
"R09-04346-1",7/9/09,1182,"The Light of Life Ministry","WAKE","I-SHP","PKUP",558,66.26
"G09-01570-1",7/9/09,269,"Wilson County Interfaith","WILSON","I-SHP","PKUP",578,74.6
"R09-04339-1",7/9/09,1104,"Angier Area Food Pantry","HARNETT","I-SHP","PKUP",643,79.08
"D09-02240-1",7/9/09,1246,"Rise and Shine Ministries","DURHAM","I-SHP","PKUP",716,122.06
"R09-04349-1",7/9/09,1023,"Universal Church of Prayer","WAKE","I-SHP","PKUP",720,50.16
"R09-04344-1",7/9/09,424,"Bread Basket/Sanford Soup","LEE","I-SHP","PKUP",731,86.98
"R09-04335-1",7/9/09,1342,"White Oak Foundation","WAKE","I-SHP","PKUP",759,72.56
"R09-04347-1",7/9/09,1581,"KC - Think Smart Outreach","HARNETT","I-SHP","PKUP",783,137.86
"D09-02239-1",7/9/09,436,"Christian Assembly Emergency","DURHAM","I-SHP","PKUP",799,108.48
"S09-01515-1",7/9/09,280,"Sandhills - Moore Coalition","MOORE","I-SHP","PKUP",806,46.54
"D09-02245-1",7/9/09,1327,"Pine Grove Baptist Church","GRANVILLE","I-SHP","PKUP",974,134.42
"S09-01506-1",7/9/09,1321,"Emmanuel Ministries Church","RICHMOND","I-SHP","PKUP",1004,134.18
"S09-01485-1",7/9/09,661,"Southern Mission Ministries","RICHMOND","I-TEFB","PKUP",1072,0
"R09-04345-1",7/9/09,1470,"My Father's House","HALIFAX","I-SHP","PKUP",1080,67.9
"W09-01039-1",7/9/09,"WL266","First Fruit Ministries","NEWHANOVER","I-SHP","PKUP",1111,204.9
"R09-04333-1",7/9/09,602,"Potter's Wheel Ministries","DUPLIN","I-SHP","PKUP",1503,111.92
"G09-01572-1",7/9/09,1562,"Memorial Baptist Church","PITT","I-SHP","PKUP",1525,391.6
"D09-02262-1",7/9/09,1515,"The River","DURHAM","I-SHP","PKUP",1619,284.14
"R09-04357-1",7/9/09,1397,"God's Vision Ministries","FRANKLIN","I-SHP","PKUP",1870,79.26
"D09-02266-1",7/9/09,1616,"Recovery Center of Durham","DURHAM","I-SHP","PKUP",1922,252.34
"R09-04356-1",7/9/09,1234,"Progressive Teamwork Outreach","WAKE","I-SHP","PKUP",1933,71.02
"R09-04343-1",7/9/09,192,"Gethsemane 7th Day","WAKE","I-SHP","PKUP",1955,67.68
"D09-02247-1",7/9/09,1217,"St. Julia Catholic Church","CHATHAM","I-DEL","BRN",1994,0
"G09-01577-1",7/9/09,1243,"New Beginnings Christian Cente","ONSLOW","I-SHP","PKUP",2437,216.92
"W09-01033-1",7/9/09,"WL269","Brunswick Island Baptist","BRUNSWICK","I-SHP","PKUP",2635,270.36
"S09-01510-1",7/9/09,1405,"Grace Community Center -","MOORE","I-SHP","PKUP",2759,43.8
"S09-01503-1",7/9/09,549,"Missions Ministries","SCOTLAND","I-DEL","BRN",3431,0
"R09-04354-1",7/9/09,196,"Word of Faith","DUPLIN","I-SHP","PKUP",3772,39.2
"R09-04352-1",7/9/09,1397,"God's Vision Ministries","FRANKLIN","I-TEFR","PKUP",5370,0
"G09-01569-1",7/9/09,1146,"Queen Street United Methodist","LENOIR","I-MFP","MFP",6119,0
"G09-01574-1",7/9/09,1223,"Bibleway Church of God in","LENOIR","I-MFP","MFP",6461,0
"G09-01573-1",7/9/09,919,"Positive Generation in Christ","EDGECOMBE","I-MFP","MFP",6859,0
"R09-04355-1",7/9/09,196,"Word of Faith","DUPLIN","I-TEFR","PKUP",14366,0
"D09-02248-1",7/9/09,838,"Word of Life Christian Center","PERSON","I-DEL","CTL",40000,0
"S09-01522-1",7/10/09,1456,"MANNA","MOORE","I-SHP","PKUP",95,0
"R09-04362-1",7/10/09,1045,"Word of God Fellowship","WAKE","I-SHP","PKUP",126,0
"R09-04365-1",7/10/09,1506,"Basic Needs Ministry","JOHNSTON","I-SHP","PKUP",245,0
"D09-02270-1",7/10/09,"DHC019","Hyde Park Section 8 Housing","DURHAM","I-SHP","PKUP",280,0
"R09-04363-1",7/10/09,1041,"Alpha & Omega","JOHNSTON","I-SHP","PKUP",340,0
"D09-02272-1",7/10/09,"DI080","DI Durham PATH Program","DURHAM","I-SHP","PKUP",408,0
"D09-02267-1",7/10/09,436,"Christian Assembly Emergency","DURHAM","I-TEFB","PKUP",416,0
"D09-02276-1",7/10/09,"DHC009","Durham House/McDougald Terrace","DURHAM","I-SHP","PKUP",429,0
"S09-01517-1",7/10/09,1267,"Highfalls United Methodist","MOORE","I-SHP","PKUP",469,6.3
"S09-01525-1",7/10/09,970,"Northview Harvest Outreach","SCOTLAND","I-PKUP","PKUP",485,19.8
"R09-04364-1",7/10/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",504,0
"D09-02271-1",7/10/09,"DI082","DI Durham-Jehovah's Healing","DURHAM","I-SHP","PKUP",569,0
"D09-02259-1",7/10/09,569,"Calvary Baptist Church/","DURHAM","I-TEFB","PKUP",593,0
"D09-02273-1",7/10/09,1674,"Asbury Temple United Methodist","DURHAM","I-SHP","PKUP",601,0
"S09-01518-1",7/10/09,1211,"Southern Pines UMC","MOORE","I-SHP","PKUP",619,69.72
"R09-04361-1",7/10/09,1234,"Progressive Teamwork Outreach","WAKE","I-SHP","PKUP",703,0
"S09-01521-1",7/10/09,596,"The Chapel of Jesus Christ","HOKE","I-SHP","PKUP",720,30.26
"G09-01583-1",7/10/09,1638,"KC - Boys & Girls Clubs of","PITT","I-MFP","MFP",734,484.27
"D09-02260-1",7/10/09,943,"Pentecostal Victory Temple","CHATHAM","I-TEFB","PKUP",759,0
"S09-01520-1",7/10/09,470,"Montgomery Churches in Action/","MONTGOMERY","I-SHP","PKUP",782,56.6
"S09-01519-1",7/10/09,1400,"Saint Luke United Methodist","SCOTLAND","I-SHP","PKUP",949,70.48
"D09-02268-1",7/10/09,1071,"Fisher Memorial","DURHAM","I-TEFB","PKUP",952,0
"R09-04359-1",7/10/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-SHP","PKUP",986,0
"S09-01490-1",7/10/09,970,"Northview Harvest Outreach","SCOTLAND","I-TEFB","PKUP",1141,0
"D09-02251-1",7/10/09,920,"Haw River Baptist Church","CHATHAM","I-TEFB","PKUP",1220,0
"D09-02269-1",7/10/09,276,"Chapel Hill Training Outreach-","ORANGE","I-DEL","BRN",1432,0
"D09-02252-1",7/10/09,612,"Alston Chapel United Holy","CHATHAM","I-TEFB","PKUP",1811,0
"D09-02274-1",7/10/09,"DI055","Elliot Woods","ORANGE","I-SHP","PKUP",2000,0
"D09-02275-1",7/10/09,"DI090","Gaines Chapel AME Church","ORANGE","I-DEL","BRN",2162,0
"D09-02253-1",7/10/09,1298,"Greater Ransom Way of Cross","VANCE","I-TEFB","PKUP",2504,0
"S09-01516-1",7/10/09,134,"Page United Methodist Church","MOORE","I-SHP","PKUP",2746,217.84
"D09-02254-1",7/10/09,356,"Church of God of Prophecy-","DURHAM","I-TEFB","PKUP",2839,0
"D09-02255-1",7/10/09,1327,"Pine Grove Baptist Church","GRANVILLE","I-TEFB","PKUP",3146,0
"D09-02256-1",7/10/09,835,"Positive Directions-","VANCE","I-TEFB","PKUP",3710,0
"D09-02257-1",7/10/09,708,"First Baptist Church","GRANVILLE","I-TEFB","PKUP",3940,0
"G09-01584-1",7/10/09,395,"Brown's New Approach To Living","PITT","I-MFP","MFP",5200,0
"G09-01582-1",7/10/09,1539,"Salvation Army Carteret Co","CARTERET","I-MFP","MFP",5404,0
"S09-01524-1",7/10/09,970,"Northview Harvest Outreach","SCOTLAND","I-PKUP","PKUP",5719,0
"D09-02258-1",7/10/09,413,"Chatham Out-Reach Alliance","CHATHAM","I-TEFB","PKUP",7054,0
"G09-01581-1",7/10/09,1207,"St. Paul Church of Christ/","WILSON","I-MFP","MFP",8141,0
"D09-02263-1",7/10/09,669,"CAARE, Inc.","DURHAM","I-TEFB","PKUP",11488,0
